Datetime,Open,High,Low,Close,Adj Close,Volume
2023-10-11 09:30:00,112.2300033569336,113.25,111.66999816894531,112.62999725341797,112.62999725341797,146833
2023-10-11 10:30:00,112.55999755859375,113.04000091552734,112.22000122070312,112.33999633789062,112.33999633789062,80800
2023-10-11 11:30:00,112.30000305175781,112.56500244140625,111.52999877929688,111.66500091552734,111.66500091552734,69614
2023-10-11 12:30:00,111.70999908447266,111.7750015258789,111.12000274658203,111.41999816894531,111.41999816894531,66066
2023-10-11 13:30:00,111.375,112.43000030517578,111.375,112.27999877929688,112.27999877929688,78216
2023-10-11 14:30:00,112.31999969482422,112.41500091552734,111.55500030517578,111.69000244140625,111.69000244140625,120986
2023-10-11 15:30:00,111.69999694824219,112.04000091552734,111.55000305175781,111.79499816894531,111.79499816894531,245033
2023-10-12 09:30:00,111.77999877929688,111.77999877929688,108.5999984741211,108.91000366210938,108.91000366210938,174788
2023-10-12 10:30:00,108.91999816894531,110.72000122070312,108.9000015258789,110.58999633789062,110.58999633789062,98190
2023-10-12 11:30:00,110.56999969482422,111.33999633789062,110.2300033569336,111.33999633789062,111.33999633789062,73877
2023-10-12 12:30:00,111.38999938964844,111.47000122070312,109.62999725341797,109.69499969482422,109.69499969482422,86945
2023-10-12 13:30:00,109.62000274658203,109.73999786376953,109.19999694824219,109.70999908447266,109.70999908447266,97367
2023-10-12 14:30:00,109.62000274658203,109.83000183105469,109.48500061035156,109.7750015258789,109.7750015258789,53927
2023-10-12 15:30:00,109.7699966430664,110.02999877929688,109.66999816894531,109.83000183105469,109.83000183105469,164348
2023-10-13 09:30:00,109.80999755859375,110.29000091552734,109.33000183105469,109.41999816894531,109.41999816894531,60714
2023-10-13 10:30:00,109.41500091552734,110.01499938964844,109.37999725341797,109.7300033569336,109.7300033569336,62604
2023-10-13 11:30:00,109.68000030517578,109.86000061035156,109.13999938964844,109.82499694824219,109.82499694824219,76971
2023-10-13 12:30:00,109.86000061035156,110.08999633789062,109.31999969482422,109.31999969482422,109.31999969482422,38725
2023-10-13 13:30:00,109.33999633789062,109.73999786376953,109.31999969482422,109.55500030517578,109.55500030517578,46199
2023-10-13 14:30:00,109.55999755859375,109.68499755859375,109.19000244140625,109.51499938964844,109.51499938964844,83555
2023-10-13 15:30:00,109.55000305175781,109.73500061035156,109.36499786376953,109.5999984741211,109.5999984741211,152045
2023-10-16 09:30:00,110.79000091552734,111.88999938964844,110.11499786376953,111.22000122070312,111.22000122070312,44441
2023-10-16 10:30:00,111.27999877929688,111.44499969482422,110.83000183105469,111.0,111.0,50307
2023-10-16 11:30:00,110.98500061035156,111.87999725341797,110.94499969482422,111.70500183105469,111.70500183105469,47525
2023-10-16 12:30:00,111.70500183105469,111.86250305175781,111.33999633789062,111.63999938964844,111.63999938964844,46199
2023-10-16 13:30:00,111.63999938964844,111.9000015258789,111.54499816894531,111.54499816894531,111.54499816894531,47268
2023-10-16 14:30:00,111.44499969482422,111.69000244140625,111.27999877929688,111.63999938964844,111.63999938964844,55913
2023-10-16 15:30:00,111.69999694824219,111.93000030517578,111.51000213623047,111.81999969482422,111.81999969482422,136085
2023-10-17 09:30:00,111.70999908447266,115.62999725341797,111.37999725341797,115.05000305175781,115.05000305175781,155577
2023-10-17 10:30:00,115.0,115.94999694824219,114.2300033569336,115.69000244140625,115.69000244140625,126422
2023-10-17 11:30:00,115.69000244140625,116.0999984741211,115.44499969482422,115.91000366210938,115.91000366210938,88691
2023-10-17 12:30:00,115.91000366210938,115.94999694824219,115.25,115.77799987792969,115.77799987792969,119151
2023-10-17 13:30:00,115.75,115.81999969482422,115.26000213623047,115.51499938964844,115.51499938964844,98287
2023-10-17 14:30:00,115.48999786376953,116.0,115.37999725341797,115.9800033569336,115.9800033569336,99093
2023-10-17 15:30:00,116.02999877929688,116.12000274658203,115.58999633789062,116.08000183105469,116.08000183105469,194047
2023-10-18 09:30:00,115.33999633789062,116.9000015258789,114.91999816894531,116.45999908447266,116.45999908447266,72657
2023-10-18 10:30:00,116.37999725341797,116.55999755859375,115.70500183105469,116.37000274658203,116.37000274658203,47159
2023-10-18 11:30:00,116.33999633789062,116.8499984741211,115.83499908447266,115.94000244140625,115.94000244140625,57900
2023-10-18 12:30:00,115.93499755859375,117.22000122070312,115.93499755859375,116.87000274658203,116.87000274658203,97653
2023-10-18 13:30:00,116.87000274658203,117.01000213623047,116.37999725341797,116.63999938964844,116.63999938964844,60243
2023-10-18 14:30:00,116.58000183105469,116.79000091552734,116.0199966430664,116.08999633789062,116.08999633789062,65422
2023-10-18 15:30:00,116.12000274658203,116.36000061035156,115.95999908447266,116.31999969482422,116.31999969482422,153114
2023-10-19 09:30:00,116.2699966430664,117.1500015258789,116.05000305175781,116.42500305175781,116.42500305175781,66335
2023-10-19 10:30:00,116.31999969482422,117.33999633789062,116.1500015258789,117.33999633789062,117.33999633789062,47851
2023-10-19 11:30:00,117.29000091552734,118.1500015258789,117.2300033569336,117.91000366210938,117.91000366210938,87102
2023-10-19 12:30:00,117.91000366210938,118.88999938964844,117.33999633789062,118.7300033569336,118.7300033569336,64508
2023-10-19 13:30:00,118.76000213623047,118.76000213623047,117.54499816894531,117.73999786376953,117.73999786376953,96791
2023-10-19 14:30:00,117.6500015258789,117.6500015258789,116.88500213623047,117.04000091552734,117.04000091552734,93515
2023-10-19 15:30:00,117.11000061035156,117.20999908447266,116.74500274658203,116.98999786376953,116.98999786376953,215265
2023-10-20 09:30:00,117.69999694824219,117.69999694824219,115.94000244140625,116.93000030517578,116.93000030517578,73046
2023-10-20 10:30:00,116.94999694824219,117.36000061035156,116.0250015258789,116.3499984741211,116.3499984741211,109084
2023-10-20 11:30:00,116.19999694824219,117.01499938964844,115.95999908447266,116.16999816894531,116.16999816894531,40954
